Idno,Username,created_at,tweets,followers,friends,Label,Tweet
11713,Silvia82778943,01-02-18 15:43,0,130215,9,1,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth ‹¨«33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
9993,penelope80l,01-02-18 15:50,0,76140,18,0,"Probably, want to pick up more?"
26677,ely75g,01-02-18 15:47,1,57105,313,0,Now only i reached home. . . I am very tired now. . I will come tomorro
2739,RossiFr66220477,01-02-18 15:47,0,11055,77,0,"A few people are at the game, I'm at the mall with iouri and kaila"
4005,albkri10,05-12-16 18:48,0,153960,6,0,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave
11935,Andrew13310000,01-02-18 15:41,1,182925,21,0,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
25340,cnlaspezia,01-02-18 15:42,2,115560,47,0,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\"""""
12372,salvatorebixio,01-02-18 15:34,0,32790,10,0,Kothi print out marandratha.
22749,Gaetano91846171,01-02-18 15:43,0,111240,183,0,Beauty sleep can help ur pimples too.
44870,blendi78024628,01-02-18 15:43,0,188805,137,0,Mm so you asked me not to call radio
35800,ismailmahamats2,01-02-18 15:40,2,153345,168,0,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...
27032,sferoph,11-08-16 12:48,0,35445,17,0,My uncles in Atlanta. Wish you guys a great semester.
14919,JulianParish,06-10-13 22:37,69,142350,42,0,Shhhhh nobody is supposed to know!
30038,CremaschiA,01-02-18 15:35,0,172080,120,0,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...
37242,LolloDRufy,01-02-18 15:29,0,96720,7,0,Hi dear we saw dear. We both are happy. Where you my battery is low
12876,Danilo74698765,01-02-18 15:33,0,120435,73,0,If you're not in my car in an hour and a half I'm going apeshit
30039,alelu210,27-03-12 9:44,10198,133530,464,1,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed ‹¨«1000 cash or ‹¨«5000 prize!
14437,auroralarinto1,01-02-18 15:29,0,64650,2,0,Hi:)cts employee how are you?
1942,matteo_vignola,20-06-10 13:32,221,111600,67,1,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.
27355,turimazzeo,11-12-08 16:24,13988,58395,678,0,We are okay. Going to sleep now. Later
29042,Lor3nzo91,12-02-14 23:14,13,47430,93,0,Siva is in hostel aha:-.
1516,littlesimy_,01-02-18 15:25,0,121335,68,0,Did either of you have any idea's? Do you know of anyplaces doing something?
48750,pezzoli_roberto,01-02-18 15:23,0,147990,21,0,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
33970,maurizio_berni,01-02-18 15:13,0,519675,134,0,"Me, i dont know again oh"
27725,Geomax__50,01-02-18 15:06,0,36540,79,0,Horrible gal. Me in sch doing some stuff. How come u got mc?
32287,Riccard02211156,01-02-18 15:14,2,89910,79,0,I cant pick the phone right now. Pls send a message
41570,therealmasle,01-02-18 15:10,6,37110,292,0,It is only yesterday true true.
39824,GIGIRAMINGO,16-02-11 19:03,2,40950,124,0,What's up. Do you want me to come online?
14113,BI_Italia,25-02-16 17:03,9813,150555,491,0,;-) ok. I feel like john lennon.
4605,antonioburracc1,01-02-18 14:51,0,61770,20,0,O we cant see if we can join denis and mina? Or does denis want alone time
29401,madel50262465,01-02-18 15:03,0,107700,99,0,You should get more chicken broth if you want ramen unless there's some I don't know about
22623,Carlo26979734,01-02-18 14:16,1,108540,15,0,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance.."""
5224,Maurizi53966229,01-02-18 15:04,0,99345,102,0,K k pa Had your lunch aha.
43447,elisabettaedo1,01-02-18 15:04,0,181665,139,1,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
24980,SPChefStefano1,01-02-18 14:23,3,82470,6,0,Don know:)this week i'm going to tirunelvai da.
17520,Silvano68867866,07-07-17 16:06,11,514845,60,0,K:)i will give my kvb acc details:)
42339,ZemCdC,01-02-18 14:53,12,36165,109,0,Do u noe wat time e place dat sells 4d closes?
11278,MamekhadyNdao2,01-02-18 14:55,1,85785,133,0,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..
26500,caudino5stelle,02-03-13 15:15,0,51600,61,0,U reach orchard already? U wan 2 go buy tickets first?
25789,giachino_carla,01-02-18 14:56,0,137880,98,0,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? 
36966,eyupbozkir161,01-02-18 14:58,0,69315,64,1,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
47330,m_vinciguerra,11-08-11 22:47,3247,140535,167,1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
9701,k1h2a3l4i5d611,20-01-18 18:32,82,51015,4996,0,"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st..."""
34755,2000antoniolor3,01-02-18 14:44,0,103950,117,0,Yup. Thk of u oso boring wat.
49565,Maurizi65086393,01-02-18 14:43,0,85545,4,0,Send me the new number
48072,WhatchapT,01-02-18 14:43,0,94005,10,0,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
32314,BroccaVincenzo,20-10-17 10:58,49,161010,34,0,I will come tomorrow di
28624,PadreCatharzio,11-06-12 9:10,89,121005,755,0,Surly ill give it to you:-) while coming to review.
44100,MicheleAnnicc11,01-02-18 14:40,0,107910,13,0,Yeah imma come over cause jay wants to do some drugs
30336,SteSaini,19-09-10 20:07,27,104955,535,0,Did you show him and wot did he say or could u not c him 4 dust?
40813,DegPerCaso,20-10-13 21:12,1537,104955,848,0,"Just arrived, see you in a couple days &lt;3"
38275,piccio1979,08-07-10 5:12,14,49125,36,0,You will be in the place of that man
18562,GiacomoSciacca6,30-01-18 16:12,0,19995,40,0,Dear good morning now only i am up
14753,John09026443,29-11-17 16:47,2,127740,42,0,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care
35502,Marco16314480,01-02-18 14:27,0,32865,79,0,\Keep ur problems in ur heart
36053,Pietro88795384,01-02-18 14:26,0,113595,125,0,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
29060,pizzolalberto,25-06-17 6:11,55,138300,244,0,"Sir, i am waiting for your call, once free please call me."
14145,1dxd2000,01-02-18 14:25,0,56820,55,0,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
17811,m_melfi,15-02-13 15:16,1270,87330,814,0,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
41681,Federic64972839,01-02-18 14:21,0,169260,20,0,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
6367,CristianoRadael,26-01-14 23:25,1063,86745,1029,0,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
13228,DME93660364,01-02-18 14:21,0,89715,84,0,Are you ok. What happen to behave like this
29523,Matteo30925476,01-02-18 14:15,0,57690,29,0,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. .."""
42198,MiriamDiVITA2,01-02-18 14:18,0,154635,82,0,Fine if that‹¨«‹¨«s the way u feel. That‹¨«‹¨«s the way its gota b
19694,Brunelli_e,01-02-18 14:15,6,125115,38,0,He also knows about lunch menu only da. . I know
36781,BonuDany,01-02-18 14:16,0,53835,70,0,I wanna watch that movie
44091,moio_carmine,01-02-18 14:02,13,112755,117,0,You are right. Meanwhile how's project twins comin up
42535,Massimi15456433,01-02-18 14:03,0,94545,120,0,So i asked how's anthony. Dad. And your bf
28548,luc0832,01-02-18 13:56,1,119040,179,0,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff."
45484,Marcos547120784,31-01-18 23:34,0,25140,52,0,Cant think of anyone with * spare room off * top of my head
42771,DialloKonvict,01-02-18 13:46,2,57600,98,1,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm"
7210,Andrea57808598,01-02-18 13:59,0,124095,74,0,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today
12162,PinnaDonatella1,06-10-17 13:01,0,57120,102,0,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?
45107,fabiospello83,01-02-18 13:56,1,87945,39,0,I'm putting it on now. It should be ready for  &lt;TIME&gt; 
17926,Pasqual70523727,01-02-18 13:54,0,94275,159,0,Should I be stalking u?
32594,AleValenti00,01-02-18 13:46,1,85635,44,0,See you there! 
29369,Wilma28669gmail,06-09-16 23:24,8,117735,153,0,Oh thanks a lot..i already bought 2 eggs ..
8623,LucaCosta66,20-01-13 7:50,847,27105,46,0,Sent me ur email id soon
24009,LeonardoBecagli,01-02-18 13:35,0,87375,38,0,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in."
24861,Milan_A_Vita,27-04-14 12:19,1050,77475,187,1,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
10611,calzaturege,01-02-18 13:41,1,83325,30,0,Hey i've booked the pilates and yoga lesson already... Haha
25373,AntoRox15,31-01-18 20:07,0,110910,191,0,We're on the opposite side from where we dropped you off
39507,filippoesposto2,01-02-18 13:40,1,61980,20,1,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm
37528,bikerCeo58,21-02-11 7:53,21,138060,23,0,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
21127,Floryn60275039,01-02-18 13:37,2,125025,46,0,Staff of placement training in Amrita college.
8088,diegocillihotm1,01-02-18 13:36,2,143415,140,0,Thanks. It was only from tescos but quite nice. All gone now. Speak soon 
7905,iacovons,01-02-18 13:34,0,54645,133,0,No:-)i got rumour that you going to buy apartment in chennai:-)
30847,Yarno_Daffy,18-06-12 19:39,47,60510,26,0,Sure but since my parents will be working on Tuesday I don't really need a cover story
37786,ValeStrobbe,01-02-18 13:29,0,6135,43,0,Well then you have a great weekend!
43027,Giusepp60215879,31-01-18 9:18,0,133290,5,0,i felt so...not any conveying reason.. Ese he... What about me?
27040,patrizi16297494,01-02-18 13:04,0,208485,20,0,He dint tell anything. He is angry on me that why you told to abi.
28827,federic50339873,01-02-18 13:30,2,131070,146,0,Still i have not checked it da. . .
6599,ZaraFilippo,01-02-18 13:19,0,112845,107,0,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min."
16677,MariaVirgilia88,15-05-12 11:27,113,24735,312,0,We'll you pay over like  &lt;#&gt; yrs so its not too difficult
44328,justinjsnyder,07-10-14 18:53,7,117795,124,0,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up
24910,VSpiridione,10-02-12 19:22,18,139980,181,0,Dear reached railway. What happen to you
43059,giroloretta1,01-02-18 13:15,0,37710,29,0,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day."
30409,ros_alessio,01-02-18 13:13,0,123060,117,0,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
2990,notcheaper1,30-01-18 9:11,4,30975,249,0,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
11739,Salvo71151877,01-02-18 13:14,0,137820,67,0,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
23156,RocketItalia,01-02-18 13:13,2,81960,128,0,Arun can u transfr me d amt
23196,Level85Ge,01-02-18 13:07,3,130860,41,1,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec ‹¨«1.50ea. OTBox 731 LA1 7WS. )"
14643,Priscilla_106,25-09-17 19:06,2,28410,30,0,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs."
24669,ZajkoTrends,01-02-18 13:05,0,114120,44,1,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
5535,auroramaria1946,24-11-16 17:11,322,161580,973,0,Never y lei... I v lazy... Got wat? Dat day ‹¨«_ send me da url cant work one...
46804,TasinatoMarco,29-01-18 12:15,25,499215,81,1,Phony ‹¨«350 award - Todays Voda numbers ending XXXX are selected to receive a ‹¨«350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
18987,CHRISTIANSOLDAT,08-12-11 17:06,1,130395,262,0,Well obviously not because all the people in my cool college life went home ;_;
46879,MCascona,01-02-18 13:01,0,49035,61,0,Midnight at the earliest
31069,peripateticus1,01-02-18 12:42,1,90600,19,0,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.
9409,RobertoColasan2,20-12-17 11:46,0,92400,107,0,"K, if u bored up just come to my home.."
45065,0n5bI6WKgEMXb8F,01-02-18 12:57,0,127485,124,0,I'm at home. Please call
46938,tonyforty,15-06-12 9:14,43,122565,49,0,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"""
34691,Luciano17630027,01-02-18 12:53,0,134550,84,0,I dont have that much image in class.
30488,maleficiorojo,07-09-17 15:40,150,129210,142,0,"I dont knw pa, i just drink milk.."
31718,Samuela04766139,01-02-18 12:44,0,210810,104,0,"Awesome, that gonna be soon or later tonight?"
46543,ProcoloDaniele,01-02-18 12:38,2,115470,71,1,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
19805,AugustoROSSI13,01-02-18 12:30,2,116070,34,1,Urgent! Please call 09061213237 from a landline. ‹¨«5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+
22277,Mario86587171,01-02-18 12:36,0,195615,97,0,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com
46661,bit_matter,01-02-18 12:32,0,26115,40,0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
8878,David65842995,31-05-17 14:54,0,89775,31,0,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
10470,Maryam_Benaly,04-12-16 15:20,11,80460,309,0,Is toshiba portege m100 gd?
44835,VincenzoLoRe,26-07-11 13:46,2,64830,14,0,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
17133,loco84anna,01-02-18 12:32,8,103995,83,0,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace."
9795,Ernesto39806889,01-02-18 8:53,36,30510,73,0,Mathews or tait or edwards or anderson
16016,stregashelina81,21-01-17 21:35,73,111435,107,0,Yeah that's the impression I got
45859,sfhsahjd,01-02-18 12:29,0,121515,62,0,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. "
23803,leonard20907870,01-02-18 12:27,1,123015,127,0,Ok lor wat time ‹¨«_ finish?
46376,CarmineCapasso6,02-04-13 16:40,150,46710,377,0,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx"
6636,Giorgia59996781,01-02-18 12:21,3,71445,131,0,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!
39545,IacovinoManuel,01-02-18 12:21,1,60870,123,1,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
10310,marianiiccolo,25-01-18 19:06,2,12300,114,1,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
38797,FlaFerDent,01-02-18 12:05,0,191400,131,1,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
24722,AngelinoSiri88,24-08-16 18:19,18,89220,90,0,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
47601,EGo5287,11-01-18 19:37,1,121890,5,0,Please sen :)my kind advice :-)please come here and try:-)
48254,Acaialoe,16-03-11 8:23,21,98595,95,1,Sorry I missed your call let's talk when you have the time. I'm on 07090201529
45887,Dany44740305,01-02-18 11:56,0,75165,1,0,Da is good good player.why he is unsold.
40391,AntonioZidaric,01-02-18 11:56,0,65775,97,0,"Fuuuuck I need to stop sleepin, sup"
16407,NMemeo,31-01-12 13:02,24,93015,177,0,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
47563,EBacherot,25-01-16 17:49,24,111675,18,0,Is ur paper today in e morn or aft?
19122,NdiayeSouleym16,01-02-18 11:51,0,121755,144,0,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy"
20854,lucia13735626,01-02-18 11:48,0,134700,96,0,I walked an hour 2 c u! doesn‹¨«‹¨«t that show I care y wont u believe im serious?
4105,Simone119901,01-02-18 11:48,7,77430,56,0,Unless it's a situation where YOU GO GURL would be more appropriate
6314,aantonino47,12-12-12 17:43,0,111315,12,1,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY ‹¨«10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
40978,Alexand50959429,01-02-18 11:41,0,119565,118,0,Howz that persons story
47245,JSmdUyM2ODqOTgV,01-02-18 11:37,0,38910,193,0,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
15794,pucciosokoala02,01-02-18 11:32,0,87885,21,0,Wot is u up 2 then bitch?
23494,VelottiFulvio,29-01-18 20:57,4,125760,21,0,No da. I am happy that we sit together na
4625,DiegoPargalia,30-04-17 0:16,169,78015,158,0,So what do you guys do.
14248,Patrick39995451,01-02-18 11:26,0,57525,30,1,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
49482,Giada84399804,03-05-15 13:34,4,134805,55,0,"Aight will do, thanks again for comin out"
31049,vitoberti1,14-09-13 15:15,485,53220,234,0,Is that seriously how you spell his name?
48130,ArredoFood,24-01-18 11:17,8,29385,161,0,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
6121,AntonioVito67,01-02-18 11:23,0,124170,18,0,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.
10144,Demetri31046122,01-02-18 11:24,0,81990,33,0,"Cool, I'll text you when I'm on the way"
25468,Salvoguglielm27,01-02-18 11:19,1,111810,98,0,I was at bugis juz now wat... But now i'm walking home oredi... ‹¨«‹¨« so late then reply... I oso saw a top dat i like but din buy... Where r ‹¨«_ now? 
23893,ing_talarico,06-12-11 9:43,205,116130,503,0,Thought we could go out for dinner. I'll treat you! Seem ok?
18849,gattotania1,01-02-18 11:18,0,51000,65,0,What time you coming down later? 
26031,RestaGianfranco,01-02-18 11:09,0,21360,127,0,"Hey elaine, is today's meeting still on?"
17192,BorzilloAlfredo,01-02-18 11:00,90,186015,406,0,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
20648,biker_70,12-12-11 19:28,2,51600,18,0,Sindu got job in birla soft ..
35240,duck73,14-06-10 14:07,7,81585,40,0,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
4694,ConfEnergetica,10-03-16 16:59,1144,92445,483,0,Can't take any major roles in community outreach. You rock mel
5188,Spartaco979,01-02-18 10:47,0,64500,1,0,That one week leave i put know that time. Why.
4664,Tiziana_magri,16-12-12 11:37,96,123390,199,0,"Awesome, think we can get an 8th at usf some time tonight?"
31876,galileus32,01-02-18 10:47,0,33045,167,1,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
14777,FabioFalciglia,25-02-15 11:07,4,131460,13,1,WIN a year supply of CDs 4 a store of ur choice worth ‹¨«500 & enter our ‹¨«100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
38899,SFerrari_Senato,01-02-18 10:41,28,88830,357,0,What happened to our yo date?
46747,giovannilanci68,01-02-18 10:45,1,509670,125,0,I attended but nothing is there.
3611,Leo_Poppa_62,01-02-18 10:34,0,94575,21,0,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
7763,200555p,27-05-12 21:02,81,74490,67,0,Now i'm going for lunch.
11479,Elipe83049507,01-02-18 10:28,0,128055,96,1,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
24072,caimano_il,01-02-18 10:09,0,171570,51,0,Hi:)did you asked to waheeda fathima about leave?
22868,Cerbofaustogma1,07-11-17 7:00,0,133545,330,1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
5470,vaffancu1,01-02-18 8:56,2,81570,64,0,Ill call you evening ill some ideas.
41633,mariosalice2,04-10-13 20:26,1042,109890,42,0,This pay is  &lt;DECIMAL&gt;  lakhs:)
11233,Alina73862330,01-02-18 10:20,3,18510,90,0,I not busy juz dun wan 2 go so early.. Hee.. 
17567,tacmind,31-03-12 10:48,34,149220,123,1,YOU ARE CHOSEN TO RECEIVE A ‹¨«350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
44285,GiangyZanetta,05-07-11 7:48,2,48705,120,0,Hope you are not scared!
35334,MattettiGaetano,01-02-18 10:17,0,83790,53,1,Adult 18 Content Your video will be with you shortly
3916,Riccardo_Tim,26-06-09 19:08,40,108585,497,1,"URGENT! Your mobile number *************** WON a ‹¨«2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm"
8611,Lsomo96,25-08-12 8:54,7,174210,641,1,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or ‹¨«1000. To claim txt DIS to 87121 18+6*‹¨«1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
7569,Venticello3,29-01-18 16:42,391,88620,466,0,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger."
19141,Marcell00752213,01-02-18 10:10,0,116415,159,0,"Hmm ok, i'll stay for like an hour cos my eye is really sore!"
48496,Alessia50205551,01-02-18 10:08,2,82020,123,0,Cab is available.they pick up and drop at door steps.
17871,dajenpoca1,01-02-18 9:55,1,118920,115,0,Did u download the fring app?
14202,puozzittosang,28-01-18 20:14,108,239655,179,0,I am in office:)whats the matter..msg me now.i will call you at break:).
9282,FiocchiGiovanni,29-10-13 17:18,1,150015,12,0,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
39629,BorgiaAnnaMari1,01-02-18 9:47,0,82605,98,0,Sday only joined.so training we started today:)
18675,iseomitalia,01-02-18 9:50,1,89865,83,0,Small problem in auction:)punj now asking tiwary
11323,THELONEWOLF1984,01-02-18 9:47,10,95010,135,0,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
40345,hombra20171,01-02-18 9:40,11,124635,24,0,Ok.ok ok..then..whats ur todays plan
3763,semihadikmen872,01-02-18 9:43,1,29685,104,0,Wat r u doing?
25702,GouliLucia,01-02-18 9:32,1,243375,60,0,"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\"""""
17042,MANTIX841,01-02-18 9:41,0,40890,101,0,Its a part of checking IQ
31052,stelleedintorni,01-02-18 9:26,0,123345,159,0,Aight ill get on fb in a couple minutes
17223,alessan069,05-09-17 10:17,73,28905,92,0,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx
45460,nicolabelvini,03-07-15 18:34,4,80895,12,0,At what time are you coming.
13726,phoenfly,01-02-18 9:26,2,79455,9,0,You are a big chic. Common. Declare
18780,mavyro,21-05-10 17:57,34,94515,23,1,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
44902,yusufozgur893,01-02-18 9:23,0,128085,61,0,"She was supposed to be but couldn't make it, she's still in town though"
9989,FrancescoDimil2,01-02-18 9:14,0,170865,106,0,"Aight I'll grab something to eat too, text me when you're back at mu"
28620,porcodio000001,01-02-18 9:11,0,14010,146,0,Are you coming to day for class.
17342,Raffael47833234,01-02-18 9:11,0,58380,157,1,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX"
10783,nikigrimaudo___,16-02-13 13:12,126,113655,3573,0,If You mean the website. Yes.
41608,bartoletti_g,20-01-14 7:05,3,3645,75,0,Might ax well im there.
20618,MSquizzi,12-04-13 6:08,325,92730,332,1,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
37172,OdettiLuca1,01-02-18 9:01,0,130335,37,0,How are you. Just checking up on you
29935,Ierofante7,01-02-18 9:02,1,108555,166,1,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
10343,MjSzczyglewski,02-06-17 7:58,1,37545,67,0,I need... Coz i never go before 
12668,thedelu,04-05-10 15:11,1041,14850,52,0,Still in customer place
36570,pietro_fucile,01-02-18 8:50,0,42510,112,0,Otherwise had part time job na-tuition..
23255,robyclearsky,21-10-14 16:15,17,133770,70,0,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*"
